observation_id,access,enterer,coral,location_name,latitude,longitude,resource_id,measurement_id,trait_name,standard_unit,value,precision,precision_type,precision_upper,replicates
89108,1,14,Pocillopora meandrina,"","","",400,92352,Growth rate,mm yr^-1,34.2,"","","",""
62869,0,1,Pocillopora meandrina,Global estimate,"","",0,60434,Growth form,cat,branching,"","","",""
62884,1,1,Pocillopora molokensis,Global estimate,"","",215,60449,Clade Fukami Huang 2012,cat,X,"","","",""
62925,0,1,Pocillopora molokensis,Global estimate,"","",0,60489,Growth form,cat,branching,"","","",""
62940,1,1,Pocillopora setichelli,Global estimate,"","",215,60504,Clade Fukami Huang 2012,cat,X,"","","",""
62987,1,1,Pocillopora verrucosa,Global estimate,"","",215,60551,Clade Fukami Huang 2012,cat,X,"","","",""
63016,0,1,Pocillopora verrucosa,"Galu Falhu, Maldives",4.205432,73.498778,214,60578,Growth rate,mm yr^-1,25.1,1.82,standard_error,"",38
63016,0,1,Pocillopora verrucosa,"Galu Falhu, Maldives",4.205432,73.498778,214,60579,Habitat type,cat,flat,"","","",""
63016,0,1,Pocillopora verrucosa,"Galu Falhu, Maldives",4.205432,73.498778,214,60580,Depth,m,0.8,"","","",""
63017,0,1,Pocillopora verrucosa,"Dumaguete, Philippines",9.3167,123.3,277,60581,Growth rate,mm yr^-1,29.1,"","","",4
63017,0,1,Pocillopora verrucosa,"Dumaguete, Philippines",9.3167,123.3,277,60582,Depth,m,2,"","","",""
88517,1,14,Pocillopora verrucosa,"","","",214,91761,Growth rate,mm yr^-1,25.1,"","","",""
89286,1,14,Pocillopora verrucosa,"","","",415,92530,Growth rate,mm yr^-1,37.9,"","","",""
89287,1,14,Pocillopora verrucosa,"","","",415,92531,Growth rate,mm yr^-1,18,"","","",""
63045,0,1,Pocillopora verrucosa,Global estimate,"","",0,60608,Growth form,cat,branching,"","","",""
63060,1,1,Pocillopora woodjonesi,Global estimate,"","",215,60623,Clade Fukami Huang 2012,cat,X,"","","",""
63110,0,1,Pocillopora woodjonesi,Global estimate,"","",0,60670,Growth form,cat,branching,"","","",""
63125,1,1,Pocillopora zelli,Global estimate,"","",215,60685,Clade Fukami Huang 2012,cat,X,"","","",""
63171,0,1,Pocillopora zelli,Global estimate,"","",0,60730,Growth form,cat,branching,"","","",""
63187,1,1,Podabacia crustacea,Global estimate,"","",215,60746,Clade Fukami Huang 2012,cat,XI,"","","",""
63238,0,8,Podabacia crustacea,Global estimate,"","",210,60794,Growth form,cat,foliaceous,"","","",""
63253,1,1,Podabacia lankaensis,Global estimate,"","",215,60809,Clade Fukami Huang 2012,cat,XI,"","","",""
63291,0,1,Podabacia lankaensis,Global estimate,"","",0,60846,Growth form,cat,encrusting,"","","",""
63306,1,1,Podabacia motuporensis,Global estimate,"","",215,60861,Clade Fukami Huang 2012,cat,XI,"","","",""
63356,0,8,Podabacia motuporensis,Global estimate,"","",210,60908,Growth form,cat,foliaceous,"","","",""
63371,1,1,Podabacia sinai,Global estimate,"","",215,60923,Clade Fukami Huang 2012,cat,XI,"","","",""
63416,0,1,Podabacia sinai,Global estimate,"","",0,60967,Growth form,cat,foliaceous,"","","",""
63447,0,1,Polycyathus andamanensis,Global estimate,"","",0,60997,Growth form,cat,encrusting,"","","",""
63472,0,1,Polycyathus atlanticus,Global estimate,"","",0,61021,Growth form,cat,encrusting,"","","",""
63497,0,1,Polycyathus difficilis,Global estimate,"","",0,61045,Growth form,cat,encrusting,"","","",""
63522,0,1,Polycyathus fulvus,Global estimate,"","",0,61069,Growth form,cat,encrusting,"","","",""
63547,0,1,Polycyathus furanaensis,Global estimate,"","",0,61093,Growth form,cat,encrusting,"","","",""
63572,0,1,Polycyathus fuscomarginatus,Global estimate,"","",0,61117,Growth form,cat,encrusting,"","","",""
63597,0,1,Polycyathus hodgsoni,Global estimate,"","",0,61141,Growth form,cat,encrusting,"","","",""
63626,0,1,Polycyathus hondaensis,Global estimate,"","",0,61168,Growth form,cat,encrusting,"","","",""
63656,0,1,Polycyathus isabela,Global estimate,"","",0,61196,Growth form,cat,encrusting,"","","",""
63681,0,1,Polycyathus marigondoni,Global estimate,"","",0,61220,Growth form,cat,encrusting,"","","",""
63706,0,1,Polycyathus muellerae,Global estimate,"","",0,61244,Growth form,cat,encrusting,"","","",""
63739,0,1,Polycyathus norfolkensis,Global estimate,"","",0,61275,Growth form,cat,encrusting,"","","",""
63768,0,1,Polycyathus octuplus,Global estimate,"","",0,61302,Growth form,cat,solitary,"","","",""
63793,0,1,Polycyathus palifera,Global estimate,"","",0,61326,Growth form,cat,encrusting,"","","",""
63818,0,1,Polycyathus persicus,Global estimate,"","",0,61350,Growth form,cat,encrusting,"","","",""
63843,0,1,Polycyathus senegalensis,Global estimate,"","",0,61374,Growth form,cat,encrusting,"","","",""
63868,0,1,Polycyathus verrilli,Global estimate,"","",0,61398,Growth form,cat,encrusting,"","","",""
63897,0,1,Polymyces fragilis,Global estimate,"","",0,61426,Growth form,cat,solitary,"","","",""
63928,0,1,Polymyces montereyensis,Global estimate,"","",0,61455,Growth form,cat,solitary,"","","",""
63959,0,1,Polymyces wellsi,Global estimate,"","",0,61484,Growth form,cat,solitary,"","","",""
63970,1,1,Polyphyllia novaehiberniae,Global estimate,"","",215,61495,Clade Fukami Huang 2012,cat,XI,"","","",""
64017,0,1,Polyphyllia novaehiberniae,Global estimate,"","",0,61542,Growth form,cat,massive,"","","",""
64032,1,1,Polyphyllia talpina,Global estimate,"","",215,61557,Clade Fukami Huang 2012,cat,XI,"","","",""
64084,0,1,Polyphyllia talpina,Global estimate,"","",0,61607,Growth form,cat,solitary,"","","",""
64104,1,1,Porites annae,Global estimate,"","",215,61627,Clade Fukami Huang 2012,cat,III,"","","",""
64159,0,8,Porites annae,Global estimate,"","",210,61678,Growth form,cat,massive,"","","",""
64173,1,1,Porites aranetai,Global estimate,"","",215,61692,Clade Fukami Huang 2012,cat,III,"","","",""
64223,0,1,Porites aranetai,Global estimate,"","",0,61740,Growth form,cat,encrusting,"","","",""
64237,1,1,Porites arnaudi,Global estimate,"","",215,61754,Clade Fukami Huang 2012,cat,III,"","","",""
64285,0,8,Porites arnaudi,Global estimate,"","",210,61800,Growth form,cat,foliaceous,"","","",""
64304,1,1,Porites astreoides,Global estimate,"","",215,61819,Clade Fukami Huang 2012,cat,III,"","","",""
78353,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75338,Growth rate,mm yr^-1,3.1,0.5,standard_deviation,"",30
78353,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75339,Depth,m,12.2,"","","",""
78354,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75340,Growth rate,mm yr^-1,2.5,0.5,standard_deviation,"",50
78354,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75341,Depth,m,18.3,"","","",""
78355,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75342,Growth rate,mm yr^-1,1.9,0.4,standard_deviation,"",25
78355,0,1,Porites astreoides,"Cane Bay, St. Croix",17.766108,-64.839977,205,75343,Depth,m,24.4,"","","",""
88354,1,14,Porites astreoides,"","","",352,91598,Growth rate,mm yr^-1,2.5,"","","",""
88360,1,14,Porites astreoides,"","","",352,91604,Growth rate,mm yr^-1,4,"","","",""
88361,1,14,Porites astreoides,"","","",352,91605,Growth rate,mm yr^-1,3.8,"","","",""
88362,1,14,Porites astreoides,"","","",352,91606,Growth rate,mm yr^-1,2.9,"","","",""
88559,1,14,Porites astreoides,"","","",362,91803,Growth rate,mm yr^-1,3.4,"","","",""
88561,1,14,Porites astreoides,"","","",362,91805,Growth rate,mm yr^-1,4.4,"","","",""
88575,1,14,Porites astreoides,"","","",362,91819,Growth rate,mm yr^-1,4.5,"","","",""
88576,1,14,Porites astreoides,"","","",362,91820,Growth rate,mm yr^-1,3.5,"","","",""
88577,1,14,Porites astreoides,"","","",362,91821,Growth rate,mm yr^-1,4.1,"","","",""
88578,1,14,Porites astreoides,"","","",362,91822,Growth rate,mm yr^-1,3.2,"","","",""
88579,1,14,Porites astreoides,"","","",362,91823,Growth rate,mm yr^-1,3.3,"","","",""
88594,1,14,Porites astreoides,"","","",362,91838,Growth rate,mm yr^-1,4,"","","",""
88599,1,14,Porites astreoides,"","","",362,91843,Growth rate,mm yr^-1,5.4,"","","",""
88601,1,14,Porites astreoides,"","","",362,91845,Growth rate,mm yr^-1,3.8,"","","",""
88606,1,14,Porites astreoides,"","","",362,91850,Growth rate,mm yr^-1,5.6,"","","",""
88617,1,14,Porites astreoides,"","","",362,91861,Growth rate,mm yr^-1,5.1,"","","",""
88622,1,14,Porites astreoides,"","","",362,91866,Growth rate,mm yr^-1,3.8,"","","",""
88624,1,14,Porites astreoides,"","","",362,91868,Growth rate,mm yr^-1,3.6,"","","",""
88625,1,14,Porites astreoides,"","","",362,91869,Growth rate,mm yr^-1,3.4,"","","",""
88627,1,14,Porites astreoides,"","","",361,91871,Growth rate,mm yr^-1,5.8,"","","",""
88680,1,14,Porites astreoides,"","","",375,91924,Growth rate,mm yr^-1,4.81,"","","",""
88681,1,14,Porites astreoides,"","","",375,91925,Growth rate,mm yr^-1,2.79,"","","",""
88684,1,14,Porites astreoides,"","","",375,91928,Growth rate,mm yr^-1,4.41,"","","",""
88686,1,14,Porites astreoides,"","","",375,91930,Growth rate,mm yr^-1,3.58,"","","",""
88688,1,14,Porites astreoides,"","","",375,91932,Growth rate,mm yr^-1,3.63,"","","",""
88689,1,14,Porites astreoides,"","","",375,91933,Growth rate,mm yr^-1,2.95,"","","",""
88691,1,14,Porites astreoides,"","","",375,91935,Growth rate,mm yr^-1,3.83,"","","",""
88692,1,14,Porites astreoides,"","","",375,91936,Growth rate,mm yr^-1,4.33,"","","",""
88693,1,14,Porites astreoides,"","","",375,91937,Growth rate,mm yr^-1,3.52,"","","",""
88697,1,14,Porites astreoides,"","","",375,91941,Growth rate,mm yr^-1,2.94,"","","",""
88698,1,14,Porites astreoides,"","","",375,91942,Growth rate,mm yr^-1,3.16,"","","",""
88699,1,14,Porites astreoides,"","","",375,91943,Growth rate,mm yr^-1,4.09,"","","",""
88836,1,14,Porites astreoides,"","","",203,92080,Growth rate,mm yr^-1,5.9,"","","",""
88842,1,14,Porites astreoides,"","","",203,92086,Growth rate,mm yr^-1,4.15,"","","",""
88844,1,14,Porites astreoides,"","","",203,92088,Growth rate,mm yr^-1,3.5,"","","",""
88848,1,14,Porites astreoides,"","","",203,92092,Growth rate,mm yr^-1,2,"","","",""
89010,1,14,Porites astreoides,"","","",399,92254,Growth rate,mm yr^-1,2.25,"","","",""
89022,1,14,Porites astreoides,"","","",399,92266,Growth rate,mm yr^-1,2.8,"","","",""
89034,1,14,Porites astreoides,"","","",399,92278,Growth rate,mm yr^-1,3.35,"","","",""
89044,1,14,Porites astreoides,"","","",399,92288,Growth rate,mm yr^-1,8.75,"","","",""
89047,1,14,Porites astreoides,"","","",399,92291,Growth rate,mm yr^-1,3.45,"","","",""
89068,1,14,Porites astreoides,"","","",399,92312,Growth rate,mm yr^-1,4.25,"","","",""
89070,1,14,Porites astreoides,"","","",399,92314,Growth rate,mm yr^-1,3,"","","",""
89165,1,14,Porites astreoides,"","","",408,92409,Growth rate,mm yr^-1,1.9,"","","",""
89167,1,14,Porites astreoides,"","","",408,92411,Growth rate,mm yr^-1,2.75,"","","",""
89169,1,14,Porites astreoides,"","","",408,92413,Growth rate,mm yr^-1,3.35,"","","",""
89170,1,14,Porites astreoides,"","","",408,92414,Growth rate,mm yr^-1,6.2,"","","",""
89172,1,14,Porites astreoides,"","","",408,92416,Growth rate,mm yr^-1,4.25,"","","",""
89175,1,14,Porites astreoides,"","","",408,92419,Growth rate,mm yr^-1,3,"","","",""
89177,1,14,Porites astreoides,"","","",408,92421,Growth rate,mm yr^-1,2.5,"","","",""
89178,1,14,Porites astreoides,"","","",408,92422,Growth rate,mm yr^-1,1.75,"","","",""
89180,1,14,Porites astreoides,"","","",408,92424,Growth rate,mm yr^-1,3.45,"","","",""
89185,1,14,Porites astreoides,"","","",408,92429,Growth rate,mm yr^-1,1.6,"","","",""
89186,1,14,Porites astreoides,"","","",408,92430,Growth rate,mm yr^-1,4.9,"","","",""
89187,1,14,Porites astreoides,"","","",408,92431,Growth rate,mm yr^-1,3.1,"","","",""
89188,1,14,Porites astreoides,"","","",408,92432,Growth rate,mm yr^-1,2.8,"","","",""
89190,1,14,Porites astreoides,"","","",408,92434,Growth rate,mm yr^-1,2.25,"","","",""
89191,1,14,Porites astreoides,"","","",408,92435,Growth rate,mm yr^-1,5.9,"","","",""
89192,1,14,Porites astreoides,"","","",408,92436,Growth rate,mm yr^-1,1.7,"","","",""
89193,1,14,Porites astreoides,"","","",408,92437,Growth rate,mm yr^-1,8.75,"","","",""
89194,1,14,Porites astreoides,"","","",408,92438,Growth rate,mm yr^-1,3.95,"","","",""
89195,1,14,Porites astreoides,"","","",408,92439,Growth rate,mm yr^-1,1.5,"","","",""
89196,1,14,Porites astreoides,"","","",408,92440,Growth rate,mm yr^-1,4.15,"","","",""
89198,1,14,Porites astreoides,"","","",408,92442,Growth rate,mm yr^-1,1.8,"","","",""
89199,1,14,Porites astreoides,"","","",408,92443,Growth rate,mm yr^-1,1.7,"","","",""
89200,1,14,Porites astreoides,"","","",408,92444,Growth rate,mm yr^-1,3.4,"","","",""
89201,1,14,Porites astreoides,"","","",408,92445,Growth rate,mm yr^-1,2.1,"","","",""
89202,1,14,Porites astreoides,"","","",408,92446,Growth rate,mm yr^-1,1.4,"","","",""
89203,1,14,Porites astreoides,"","","",408,92447,Growth rate,mm yr^-1,2.5,"","","",""
90075,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94038,Growth rate,mm yr^-1,3.53,"","","",""
90075,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94039,Depth,m,2,"","","",""
90075,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94040,Habitat type,cat,back,"","","",""
90075,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94041,Season,cat,Sept-Nov,"","","",""
90075,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94042,Water temperature,ºC,29.5,"","","",""
90076,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94043,Growth rate,mm yr^-1,3.36,"","","",""
90076,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94044,Depth,m,2,"","","",""
90076,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94045,Habitat type,cat,back,"","","",""
90076,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94046,Season,cat,Jan-May,"","","",""
90076,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94047,Water temperature,ºC,26,"","","",""
90077,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94048,Growth rate,mm yr^-1,3.36,"","","",""
90077,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94049,Depth,m,2,"","","",""
90077,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94050,Habitat type,cat,back,"","","",""
90077,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94051,Season,cat,Sept-June,"","","",""
90077,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94052,Water temperature,ºC,26-29.5,"","","",""
90078,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94053,Growth rate,mm yr^-1,3,"","","",""
90078,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94054,Depth,m,10,"","","",""
90078,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94055,Habitat type,cat,outer,"","","",""
90078,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94056,Season,cat,Jan-May,"","","",""
90078,0,15,Porites astreoides,"Buck Island, St. Croix",17.790045,-64.62038,512,94057,Water temperature,ºC,26,"","","",""
64363,0,1,Porites astreoides,Global estimate,"","",0,61875,Growth form,cat,massive,"","","",""
64377,1,1,Porites attenuata,Global estimate,"","",215,61889,Clade Fukami Huang 2012,cat,III,"","","",""
89342,1,14,Porites attenuata,"","","",427,92586,Growth rate,mm yr^-1,67.76,"","","",""
89343,1,14,Porites attenuata,"","","",427,92587,Growth rate,mm yr^-1,61.42,"","","",""
64426,0,1,Porites attenuata,Global estimate,"","",0,61936,Growth form,cat,branching,"","","",""
64448,1,1,Porites australiensis,Global estimate,"","",215,61958,Clade Fukami Huang 2012,cat,III,"","","",""
89328,1,14,Porites australiensis,"","","",421,92572,Growth rate,mm yr^-1,9.5,"","","",""
90079,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94058,Growth rate,mm yr^-1,21.1,"","","",""
90079,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94059,Habitat type,cat,laboratory,"","","",""
90079,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94060,Water temperature,ºC,21-29,"","","",""
90079,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94061,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90080,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94062,Growth rate,mm yr^-1,13.4,"","","",""
90080,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94063,Habitat type,cat,laboratory,"","","",""
90080,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94064,Water temperature,ºC,21-29,"","","",""
90080,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94065,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90081,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94066,Growth rate,mm yr^-1,15.4,"","","",""
90081,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94067,Habitat type,cat,laboratory,"","","",""
90081,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94068,Water temperature,ºC,21-29,"","","",""
90081,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94069,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90082,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94070,Growth rate,mm yr^-1,19.5,"","","",""
90082,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94071,Habitat type,cat,laboratory,"","","",""
90082,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94072,Water temperature,ºC,21-29,"","","",""
90082,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94073,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90083,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94074,Growth rate,mm yr^-1,12.9,"","","",""
90083,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94075,Habitat type,cat,laboratory,"","","",""
90083,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94076,Water temperature,ºC,21-29,"","","",""
90083,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94077,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90084,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94078,Growth rate,mm yr^-1,6.7,"","","",""
90084,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94079,Habitat type,cat,laboratory,"","","",""
90084,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94080,Water temperature,ºC,21-29,"","","",""
90084,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94081,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90085,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94082,Growth rate,mm yr^-1,13.4,"","","",""
90085,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94083,Habitat type,cat,laboratory,"","","",""
90085,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94084,Water temperature,ºC,21-29,"","","",""
90085,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94085,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90086,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94086,Growth rate,mm yr^-1,4.9,"","","",""
90086,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94087,Habitat type,cat,laboratory,"","","",""
90086,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94088,Water temperature,ºC,21-29,"","","",""
90086,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94089,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90087,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94090,Growth rate,mm yr^-1,11.8,"","","",""
90087,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94091,Habitat type,cat,laboratory,"","","",""
90087,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94092,Water temperature,ºC,21-29,"","","",""
90087,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94093,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90088,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94094,Growth rate,mm yr^-1,12.9,"","","",""
90088,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94095,Habitat type,cat,laboratory,"","","",""
90088,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94096,Water temperature,ºC,21-29,"","","",""
90088,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94097,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90089,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94098,Growth rate,mm yr^-1,11.8,"","","",""
90089,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94099,Habitat type,cat,laboratory,"","","",""
90089,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94100,Water temperature,ºC,21-29,"","","",""
90089,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94101,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
90090,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94102,Growth rate,mm yr^-1,8.7,"","","",""
90090,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94103,Habitat type,cat,laboratory,"","","",""
90090,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94104,Water temperature,ºC,21-29,"","","",""
90090,0,15,Porites australiensis,"Shikoku Island, Japan",33.8219,133.4945,523,94105,Irradiance,µmol quanta m^-2 s^-1,500,"","","",""
64506,0,1,Porites australiensis,Global estimate,"","",0,62012,Growth form,cat,massive,"","","",""
64520,1,1,Porites baueri,Global estimate,"","",215,62026,Clade Fukami Huang 2012,cat,III,"","","",""
64558,1,1,Porites bernardi,Global estimate,"","",215,62064,Clade Fukami Huang 2012,cat,III,"","","",""
64600,1,1,Porites branneri,Global estimate,"","",215,62106,Clade Fukami Huang 2012,cat,III,"","","",""
64650,0,1,Porites branneri,Global estimate,"","",0,62154,Growth form,cat,encrusting,"","","",""
64666,1,1,Porites brighami,Global estimate,"","",215,62170,Clade Fukami Huang 2012,cat,III,"","","",""
64714,0,8,Porites brighami,Global estimate,"","",210,62216,Growth form,cat,massive,"","","",""
64728,1,1,Porites cocosensis,Global estimate,"","",215,62230,Clade Fukami Huang 2012,cat,III,"","","",""
64775,0,1,Porites cocosensis,Global estimate,"","",0,62275,Growth form,cat,encrusting,"","","",""
64789,1,1,Porites colonensis,Global estimate,"","",215,62289,Clade Fukami Huang 2012,cat,III,"","","",""
64832,0,8,Porites colonensis,Global estimate,"","",210,62330,Growth form,cat,foliaceous,"","","",""
64846,1,1,Porites columnaris,Global estimate,"","",215,62344,Clade Fukami Huang 2012,cat,III,"","","",""
88856,1,14,Porites columnaris,"","","",203,92100,Growth rate,mm yr^-1,5.7,"","","",""
89142,1,14,Porites columnaris,"","","",402,92386,Growth rate,mm yr^-1,5.68,"","","",""
64895,0,8,Porites columnaris,Global estimate,"","",210,62391,Growth form,cat,massive,"","","",""
64914,1,1,Porites compressa,Global estimate,"","",215,62410,Clade Fukami Huang 2012,cat,III,"","","",""
88524,1,14,Porites compressa,"","","",359,91768,Growth rate,mm yr^-1,28.84,"","","",""
88658,1,14,Porites compressa,"","","",369,91902,Growth rate,mm yr^-1,5.9,"","","",""
88755,1,14,Porites compressa,"","","",385,91999,Growth rate,mm yr^-1,25.98,"","","",""
89005,1,14,Porites compressa,"","","",399,92249,Growth rate,mm yr^-1,10.55,"","","",""
89349,1,14,Porites compressa,"","","",430,92593,Growth rate,mm yr^-1,15.37,"","","",""
64964,0,1,Porites compressa,Global estimate,"","",0,62458,Growth form,cat,branching,"","","",""
64978,1,1,Porites cumulatus,Global estimate,"","",215,62472,Clade Fukami Huang 2012,cat,III,"","","",""
65026,0,1,Porites cumulatus,Global estimate,"","",0,62519,Growth form,cat,branching,"","","",""
65049,1,1,Porites cylindrica,Global estimate,"","",215,62542,Clade Fukami Huang 2012,cat,III,"","","",""
65075,0,1,Porites cylindrica,"Bolinao, Phillipines",16.3333,119.8833,299,62566,Growth rate,mm yr^-1,30.4,0.4,standard_deviation,"",""
65075,0,1,Porites cylindrica,"Bolinao, Phillipines",16.3333,119.8833,299,62567,Depth,m,1,"","","",""
65076,0,1,Porites cylindrica,Guam,13.50385,144.723552,298,62568,Growth rate,mm yr^-1,25,5,standard_deviation,"",""
65076,0,1,Porites cylindrica,Guam,13.50385,144.723552,298,62569,Depth,m,3,"","","",""
88821,1,14,Porites cylindrica,"","","",203,92065,Growth rate,mm yr^-1,25,"","","",""
65106,0,1,Porites cylindrica,Global estimate,"","",0,62597,Growth form,cat,branching,"","","",""
65120,1,1,Porites decasepta,Global estimate,"","",215,62611,Clade Fukami Huang 2012,cat,III,"","","",""
65153,1,1,Porites deformis,Global estimate,"","",215,62644,Clade Fukami Huang 2012,cat,III,"","","",""
65208,0,8,Porites deformis,Global estimate,"","",210,62695,Growth form,cat,foliaceous,"","","",""
65222,1,1,Porites densa,Global estimate,"","",215,62709,Clade Fukami Huang 2012,cat,III,"","","",""
65278,0,1,Porites densa,Global estimate,"","",0,62761,Growth form,cat,massive,"","","",""
65292,1,1,Porites desilveri,Global estimate,"","",215,62775,Clade Fukami Huang 2012,cat,III,"","","",""
65342,0,1,Porites desilveri,Global estimate,"","",0,62823,Growth form,cat,encrusting,"","","",""
65356,1,1,Porites divaricata,Global estimate,"","",215,62837,Clade Fukami Huang 2012,cat,III,"","","",""
65405,0,8,Porites divaricata,Global estimate,"","",210,62884,Growth form,cat,branching,"","","",""
65419,1,1,Porites duerdeni,Global estimate,"","",215,62898,Clade Fukami Huang 2012,cat,III,"","","",""
65469,1,1,Porites echinulata,Global estimate,"","",215,62948,Clade Fukami Huang 2012,cat,III,"","","",""
65519,0,1,Porites echinulata,Global estimate,"","",0,62996,Growth form,cat,massive,"","","",""
65533,1,1,Porites ericacea,Global estimate,"","",215,63010,Clade Fukami Huang 2012,cat,III,"","","",""
65568,1,1,Porites eridani,Global estimate,"","",215,63045,Clade Fukami Huang 2012,cat,III,"","","",""
